Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance,Day,Month,Year,Time_taken (min)
30200,28.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,4.610621612645362,15,3,2022,10
23292,36.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,3.0190991967407927,28,3,2022,19
5929,21.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,10.48586771732872,14,2,2022,35
41129,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16.721430138856057,4,4,2022,30
37223,25.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,11.98365693807126,18,2,2022,37
39291,27.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,13.682044526080338,8,3,2022,23
25799,22.0,4.7,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,3.063638579713009,19,3,2022,29
8840,34.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,9.435201537430713,26,3,2022,25
26996,24.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,16.635518179510296,25,3,2022,11
17122,32.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19.91643253383978,4,3,2022,39
29923,30.0,4.4,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Urban,13.78848075238681,23,3,2022,39
41847,26.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,10.86742683448041,6,3,2022,18
28035,30.0,4.8,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20.18063511411397,2,3,2022,33
22518,31.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,7.76148623771488,13,3,2022,24
32037,31.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,1.4901538808202175,28,3,2022,18
36426,39.0,4.8,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,1.5725337292863206,17,2,2022,39
35354,38.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Urban,3.059443338898001,3,3,2022,18
31539,30.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,4.469620875558469,21,3,2022,30
27232,28.0,4.5,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,6.146633645960491,5,4,2022,21
16610,30.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,9.121049806498055,3,4,2022,16
37693,37.0,4.1,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,6.210946741811576,13,3,2022,32
10436,36.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,20.206420943723945,4,4,2022,21
25631,20.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,12.43553817483714,12,3,2022,42
12611,34.0,4.6,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,7.57343592001987,1,3,2022,17
37792,26.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,No,,20.286025937858117,18,2,2022,17
39043,38.0,3.5,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,20.863625061565816,20,3,2022,41
14804,33.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,19.659792615101832,8,3,2022,30
31204,37.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,19.61592696438906,31,3,2022,28
41299,31.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,4.657579589646416,11,3,2022,16
5066,29.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,4.674174529063673,5,3,2022,26
38669,20.0,4.1,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,20.206316416481208,8,3,2022,35
27648,36.0,5.0,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,20.44292976252901,18,3,2022,17
8033,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,9.315745106316635,9,3,2022,26
4653,28.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,3.121378243248263,17,2,2022,21
13316,31.0,4.4,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,10.86508418998648,8,3,2022,36
21716,25.0,5.0,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,3.108902629159079,3,4,2022,29
20952,22.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,17.073624954198024,6,3,2022,13
16601,23.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1.543962384289924,17,2,2022,19
10544,37.0,5.0,Sandstorms,High,2,Meal,scooter,1.0,No,Urban,6.081596950436747,19,3,2022,28
10427,34.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,3.073397297635909,1,3,2022,25
85,36.0,4.8,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,13.407092693002165,14,3,2022,15
7539,36.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,4.590648124312618,30,3,2022,32
43868,22.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12.25692774591406,14,3,2022,20
29678,28.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19.97609532002446,25,3,2022,22
23552,28.0,4.6,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,6.081387490812904,15,3,2022,25
41960,50.0,6.0,,,3,Drinks,scooter,1.0,No,Metropolitian,18093.17983804977,13,2,2022,15
13277,28.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,16.385045825960674,8,3,2022,19
34402,38.0,4.8,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,3.0640029565838653,21,3,2022,24
14403,34.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,9.326113870790188,3,3,2022,30
40834,38.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,13.773737657079211,4,3,2022,25
9641,21.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16.412746797462134,18,2,2022,32
18863,28.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,1.5581369822074376,9,3,2022,11
36530,25.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,6.290134677634678,3,4,2022,29
8895,39.0,4.6,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20.2065815105083,16,3,2022,16
19082,36.0,3.5,Stormy,Jam,2,Buffet,scooter,2.0,No,Urban,20.44292976252901,16,2,2022,41
25829,23.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,4.561113588992392,1,3,2022,16
3091,,,,,3,Drinks,scooter,1.0,No,Metropolitian,4.469620875558469,30,3,2022,29
35734,20.0,4.2,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,13.588885841386851,14,2,2022,35
36868,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,6.290134677634678,13,3,2022,29
3941,39.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19.671433318359885,16,2,2022,27
17834,31.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,16.851738065958237,25,3,2022,46
579,36.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,9.34840352266177,1,3,2022,16
35791,38.0,4.6,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,9.075344501962311,13,3,2022,22
21634,29.0,5.0,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,3.073618468414652,5,4,2022,22
4214,34.0,4.9,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,4.469312021755073,17,3,2022,15
33693,32.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,3.145067434621583,28,3,2022,15
32768,33.0,4.8,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,1.5092307910802,9,3,2022,19
44177,28.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,13.428872375814056,18,2,2022,17
34430,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,19.880040740546317,2,3,2022,27
1635,29.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,13.970632221183653,2,3,2022,24
40292,20.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,4.6576255671474405,5,4,2022,29
37981,29.0,4.8,Sunny,Low,1,Meal,scooter,,No,Metropolitian,3.1046911695396355,9,3,2022,23
42651,22.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,13.407033668284493,2,3,2022,15
32477,32.0,4.2,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,7.448560816474404,28,3,2022,32
21822,39.0,4.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,7.562079321186873,7,3,2022,33
45245,20.0,4.6,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,11.00773476374462,12,2,2022,38
10671,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,10.724517748045963,29,3,2022,15
28741,35.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,1.512714085470906,24,3,2022,22
20850,33.0,5.0,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,10.564987742503048,4,4,2022,27
33915,30.0,4.7,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,7.562982485199944,3,4,2022,16
44821,21.0,4.6,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,3.1050491911524856,28,3,2022,19
45564,26.0,4.5,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,12.237379473671204,18,3,2022,17
182,26.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,13.428477357470475,12,2,2022,36
28374,,,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,4.663187802147038,9,3,2022,25
45065,25.0,4.8,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,7.325558747690208,17,2,2022,16
36319,38.0,4.2,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,6.081139317039227,15,3,2022,39
1931,38.0,4.7,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,7.772207463584353,1,4,2022,33
3264,21.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,3.029527086813652,5,3,2022,17
22384,,,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,8.790140670524861,15,2,2022,24
42453,22.0,4.7,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,16.636516954597145,4,3,2022,14
3919,30.0,4.6,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,7.601066543768449,3,3,2022,38
26084,37.0,5.0,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,3.1161407812913757,1,4,2022,29
13101,24.0,4.6,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,6.218002348694166,3,4,2022,17
23498,27.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,4.527997212574592,11,3,2022,19
38352,38.0,4.8,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,19.97528686238872,31,3,2022,23
452,34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,7.762944133594471,5,3,2022,31
44197,38.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,9.348112475389003,15,3,2022,28
21430,38.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,12.435204072231482,2,3,2022,34
43831,22.0,4.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20.252967850083508,2,3,2022,27
9579,23.0,4.9,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,20.25510293834014,18,3,2022,23
38962,24.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,1.5725337292863206,11,2,2022,16
24742,35.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,9.177855596427849,5,4,2022,16
1229,21.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,3.108902919167669,21,3,2022,13
39370,26.0,4.1,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,13.972131143082873,29,3,2022,36
39059,38.0,4.8,Fog,Low,2,Drinks,electric_scooter,1.0,No,,1.5204696675472833,11,3,2022,19
8651,32.0,4.9,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,17.0748796170777,6,4,2022,28
7668,28.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,4.717601092054723,19,3,2022,19
28418,30.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,1.5126978119723455,5,3,2022,23
24863,39.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Semi-Urban,16.818368923733058,29,3,2022,47
7863,21.0,4.9,Fog,High,0,Drinks,motorcycle,,No,Metropolitian,1.5320227740635557,21,3,2022,20
9774,25.0,4.8,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,5.968779676051492,11,2,2022,28
22291,,,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,4707.899348647743,5,4,2022,16
21721,22.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,4.674341511233819,9,3,2022,21
25269,25.0,4.4,Fog,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,13.788852089944204,14,3,2022,44
9150,25.0,4.6,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,9.219878421274409,26,3,2022,10
7080,37.0,4.4,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,20.253584375809584,6,4,2022,39
24246,33.0,4.9,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,3.040894085204392,15,3,2022,26
12162,33.0,4.2,Cloudy,Medium,1,Drinks,scooter,2.0,No,Urban,12.25683460967729,16,3,2022,42
23226,33.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,7.7617353876913695,13,3,2022,12
34400,32.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,20.44292976252901,2,4,2022,38
21666,27.0,4.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,1.5147453171158405,5,3,2022,18
36663,38.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,7.862668167410368,26,3,2022,30
25217,30.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,14.15280068944862,16,2,2022,25
45342,28.0,4.1,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11.748326016095271,14,2,2022,32
22853,30.0,4.9,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,19.760898399404088,31,3,2022,22
44643,23.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,3.145067434621583,15,2,2022,14
21194,31.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1.5321547990761482,1,4,2022,23
39718,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,10.70900337153546,25,3,2022,32
41175,32.0,4.2,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,4.528158738548553,26,3,2022,39
4669,21.0,4.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,12.46388811675802,20,3,2022,16
34733,34.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,10.64218546208282,18,3,2022,27
321,20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,9.178605957041263,28,3,2022,25
28607,,,,,0,Meal,motorcycle,1.0,No,Metropolitian,17123.0742943,30,3,2022,25
17935,31.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,7.683740930982834,3,4,2022,46
14237,20.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,,20.18125982649396,4,4,2022,14
28985,29.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,16.902495928547932,6,3,2022,28
7010,23.0,3.8,Sunny,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,7.762633866101948,13,3,2022,41
45343,39.0,4.5,Sunny,Low,1,Snack,scooter,1.0,No,Urban,19.91735935286655,16,3,2022,24
11048,27.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,1.5322885596945484,28,3,2022,17
19114,33.0,4.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,12.421242442901876,6,3,2022,29
35623,24.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,3.10480375328542,30,3,2022,11
3383,21.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,4.5281645804083706,30,3,2022,38
10959,35.0,4.3,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,1.5725337292863206,11,2,2022,43
42022,32.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,14.045114628499029,18,2,2022,30
15800,26.0,4.2,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,13.680920077460073,25,3,2022,35
34659,23.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19.7617064674139,2,4,2022,25
17313,38.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,7.76316102849308,13,3,2022,20
25840,39.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,3.0593634547238,21,3,2022,20
24046,28.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13.830709083522098,8,3,2022,25
26059,37.0,4.6,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,9.179538450825504,26,3,2022,19
32925,26.0,4.9,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,1.552572298857814,11,3,2022,31
8610,26.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,6.147383751705012,5,3,2022,33
32052,28.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,9.055860194305817,30,3,2022,18
9248,23.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20.252924408847694,14,3,2022,18
26642,29.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,,3.058924545938431,3,3,2022,27
2140,38.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,7.562414628937415,19,3,2022,28
34534,21.0,4.7,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,6.049765396707846,28,3,2022,16
7027,20.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13.613850325840245,16,3,2022,25
36539,25.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,3.1051455399284373,11,3,2022,20
21501,28.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,1.5725337292863206,15,3,2022,19
22872,22.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Urban,10.708220667367732,29,3,2022,28
36031,32.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1.529825358632522,3,4,2022,16
7223,31.0,5.0,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,10.7246720867354,6,3,2022,36
43477,30.0,4.8,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,7.762596264580218,13,3,2022,23
23584,26.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,10.586817607222669,25,3,2022,25
34688,32.0,4.2,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,19.87743959766268,4,3,2022,40
16425,22.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10.588906536688036,2,3,2022,19
18523,23.0,4.5,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,12.435256015114646,29,3,2022,11
40922,30.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,12.294166376368976,29,3,2022,20
18106,27.0,5.0,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,4.674173521866497,3,3,2022,13
1530,27.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,12.071652559029038,4,3,2022,41
44506,38.0,4.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,12.35809128933673,18,2,2022,41
43386,37.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,9.314781588432984,24,3,2022,22
2929,30.0,4.9,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,19.65937352744409,20,3,2022,30
5799,22.0,5.0,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,9.2203168221807,26,3,2022,17
36314,34.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,16.63674459183079,18,3,2022,39
43152,33.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1.4881222937792054,17,2,2022,25
24332,25.0,4.7,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,1.558139811318172,1,3,2022,14
38167,36.0,4.8,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,16.72059667667663,31,3,2022,35
6754,35.0,4.3,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,9.121874081415614,15,3,2022,33
34218,29.0,5.0,Fog,Medium,2,Meal,scooter,0.0,No,Urban,6.08138911667686,24,3,2022,12
32590,24.0,4.5,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,1.5147937213890763,13,3,2022,13
39566,21.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,12.099251698245435,10,3,2022,35
12902,20.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,17.07649249561196,6,4,2022,42
7305,21.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,1.5295062057769913,24,3,2022,23
